Time (ms),ETI,IR (counts),Red (counts),ECG (uv),Ax (mg),Ay (mg),Az (mg),IR peak,Red peak,ECG peak,SPO2
1688,8080384,-833731,-3510395,18.447,172.0,-967.0,-938.0,0,0,0,
1688,8080384,-833627,-3510494,18.484,172.0,-967.0,-938.0,0,0,0,
1704,8080384,-833514,-3510492,18.419,172.0,-967.0,-938.0,0,0,0,
1720,8080384,-833670,-3510459,18.43,173.0,-964.0,-926.0,0,0,0,
1720,8080384,-833637,-3510386,18.456,173.0,-964.0,-926.0,0,0,0,
1721,8080384,-833690,-3510498,18.463,173.0,-964.0,-926.0,0,0,0,
1721,8080384,-833640,-3510446,18.453,173.0,-964.0,-926.0,0,0,0,
1721,8080384,-833670,-3510470,18.415,173.0,-964.0,-926.0,0,0,0,
1735,8080384,-833616,-3510411,18.465,171.0,-963.0,-931.0,0,0,0,
1735,8080384,-833672,-3510476,18.482,171.0,-963.0,-931.0,0,0,0,
1735,8080384,-833682,-3510527,18.427,171.0,-963.0,-931.0,0,0,0,
1735,8080384,-833667,-3510459,18.427,171.0,-963.0,-931.0,0,0,0,
1748,8080384,-833606,-3510387,18.464,172.0,-967.0,-937.0,0,0,0,
1748,8080384,-833644,-3510409,18.477,172.0,-967.0,-937.0,0,0,0,
1748,8080384,-833722,-3510489,18.452,172.0,-967.0,-937.0,0,0,0,
1760,8080384,-833576,-3510369,18.428,169.0,-965.0,-934.0,0,0,0,
1760,8080384,-833560,-3510473,18.465,169.0,-965.0,-934.0,0,0,0,
1773,8080384,-833657,-3510461,18.466,173.0,-966.0,-927.0,0,0,0,
1773,8080384,-833794,-3510416,18.436,173.0,-966.0,-927.0,0,0,0,
1773,8080384,-833625,-3510492,18.42,173.0,-966.0,-927.0,0,0,0,
1816,8080384,-833678,-3510457,18.45,174.0,-965.0,-935.0,0,0,0,
1816,8080384,-833733,-3510435,18.477,174.0,-965.0,-935.0,0,0,0,
1816,8080384,-833642,-3510435,18.445,174.0,-965.0,-935.0,0,0,0,
1816,8080384,-833617,-3510446,18.421,174.0,-965.0,-935.0,0,0,0,
1816,8080384,-833677,-3510482,18.472,174.0,-965.0,-935.0,0,0,0,
1816,8080384,-833560,-3510476,18.471,174.0,-965.0,-935.0,0,0,0,
1816,8080384,-833651,-3510434,18.433,174.0,-965.0,-935.0,0,0,0,
1831,8080384,-833688,-3510470,18.433,169.0,-964.0,-926.0,0,0,0,
1831,8080384,-833655,-3510460,18.45,169.0,-964.0,-926.0,0,0,0,
1831,8080384,-833605,-3510544,18.461,169.0,-964.0,-926.0,0,0,0,
1831,8080384,-833659,-3510420,18.438,169.0,-964.0,-926.0,0,0,0,
1844,8080384,-833739,-3510434,18.423,174.0,-966.0,-928.0,0,0,0,
1844,8080384,-833568,-3510445,18.472,174.0,-966.0,-928.0,0,0,0,
1844,8080384,-833689,-3510495,18.452,174.0,-966.0,-928.0,0,0,0,
1856,8080384,-833651,-3510463,18.44,174.0,-962.0,-928.0,0,0,0,
1856,8080384,-833597,-3510473,18.425,174.0,-962.0,-928.0,0,0,0,
1869,8080384,-833570,-3510547,18.446,169.0,-965.0,-932.0,0,0,0,
1869,8080384,-833571,-3510416,18.488,169.0,-965.0,-932.0,0,0,0,
1884,8080384,-833654,-3510484,18.432,169.0,-965.0,-932.0,0,0,0,
1900,8080384,-833614,-3510468,18.423,174.0,-962.0,-932.0,0,0,0,
1900,8080384,-833673,-3510528,18.471,174.0,-962.0,-932.0,0,0,0,
1901,8080384,-833545,-3510392,18.463,174.0,-962.0,-932.0,0,0,0,
1901,8080384,-833649,-3510473,18.446,174.0,-962.0,-932.0,0,0,0,
1901,8080384,-833617,-3510463,18.427,174.0,-962.0,-932.0,0,0,0,
1915,8080384,-833596,-3510395,18.456,176.0,-965.0,-932.0,0,0,0,
1915,8080384,-833624,-3510373,18.482,176.0,-965.0,-932.0,0,0,0,
1915,8080384,-833578,-3510356,18.426,176.0,-965.0,-932.0,0,0,0,
1915,8080384,-833561,-3510396,18.423,176.0,-965.0,-932.0,0,0,0,
1932,8080384,-833555,-3510507,18.477,170.0,-970.0,-932.0,0,0,0,
1932,8080384,-833633,-3510411,18.462,170.0,-970.0,-932.0,0,0,0,
1932,8080384,-833664,-3510397,18.43,170.0,-970.0,-932.0,0,0,0,
1945,8080384,-833477,-3510436,18.427,173.0,-964.0,-931.0,0,0,0,
1945,8080384,-833582,-3510417,18.46,173.0,-964.0,-931.0,0,0,0,
1945,8080384,-833600,-3510373,18.476,173.0,-964.0,-931.0,0,0,0,
1959,8080384,-833534,-3510376,18.426,172.0,-966.0,-935.0,0,0,0,
1959,8080384,-833576,-3510437,18.431,172.0,-966.0,-935.0,0,0,0,
1974,8080384,-833471,-3510433,18.463,172.0,-966.0,-935.0,0,0,0,
1990,8080384,-833451,-3510433,18.476,170.0,-965.0,-931.0,0,0,0,
1990,8080384,-833583,-3510464,18.439,170.0,-965.0,-931.0,0,0,0,
1991,8080384,-833418,-3510408,18.415,170.0,-965.0,-931.0,0,0,0,
1991,8080384,-833434,-3510437,18.472,170.0,-965.0,-931.0,0,0,0,
1991,8080384,-833433,-3510419,18.484,170.0,-965.0,-931.0,0,0,0,
2005,8080384,-833480,-3510447,18.427,170.0,-966.0,-930.0,0,0,0,
2005,8080384,-833539,-3510382,18.429,170.0,-966.0,-930.0,0,0,0,
2005,8080384,-833533,-3510394,18.456,170.0,-966.0,-930.0,0,0,0,
2005,8080384,-833569,-3510341,18.458,170.0,-966.0,-930.0,0,0,0,
2018,8080384,-833391,-3510438,18.447,170.0,-962.0,-931.0,0,0,0,
2018,8080384,-833464,-3510333,18.416,170.0,-962.0,-931.0,0,0,0,
2018,8080384,-833623,-3510360,18.458,170.0,-962.0,-931.0,0,0,0,
2030,8080384,-833547,-3510402,18.483,174.0,-965.0,-932.0,0,0,0,
2030,8080384,-833477,-3510455,18.424,174.0,-965.0,-932.0,0,0,0,
2043,8080384,-833409,-3510462,18.427,171.0,-967.0,-933.0,0,0,0,
2043,8080384,-833532,-3510462,18.469,171.0,-967.0,-933.0,0,0,0,
2043,8080384,-833364,-3510487,18.464,171.0,-967.0,-933.0,0,0,0,
2086,8080384,-833488,-3510422,18.442,176.0,-963.0,-930.0,0,0,0,
2086,8080384,-833505,-3510426,18.412,176.0,-963.0,-930.0,0,0,0,
2086,8080384,-833484,-3510383,18.469,176.0,-963.0,-930.0,0,0,0,
2086,8080384,-833428,-3510393,18.484,176.0,-963.0,-930.0,0,0,0,
2086,8080384,-833548,-3510372,18.426,176.0,-963.0,-930.0,0,0,0,
2086,8080384,-833500,-3510367,18.432,176.0,-963.0,-930.0,0,0,0,
2086,8080384,-833535,-3510420,18.462,176.0,-963.0,-930.0,0,0,0,
2101,8080384,-833540,-3510424,18.476,169.0,-963.0,-936.0,0,0,0,
2101,8080384,-833532,-3510367,18.434,169.0,-963.0,-936.0,0,0,0,
2101,8080384,-833527,-3510441,18.408,169.0,-963.0,-936.0,0,0,0,
2101,8080384,-833421,-3510333,18.465,169.0,-963.0,-936.0,0,0,0,
2114,8080384,-833285,-3510337,18.476,170.0,-964.0,-931.0,0,0,0,
2114,8080384,-833563,-3510394,18.429,170.0,-964.0,-931.0,0,0,0,
2114,8080384,-833474,-3510418,18.421,170.0,-964.0,-931.0,0,0,0,
2126,8080384,-833489,-3510373,18.458,167.0,-965.0,-932.0,0,0,0,
2126,8080384,-833359,-3510494,18.476,167.0,-965.0,-932.0,0,0,0,
2138,8080384,-833502,-3510385,18.424,170.0,-967.0,-934.0,0,0,0,
2139,8080384,-833392,-3510378,18.423,170.0,-967.0,-934.0,0,0,0,
2154,8080384,-833376,-3510386,18.472,170.0,-967.0,-934.0,0,0,0,
2170,8080384,-833541,-3510397,18.474,173.0,-965.0,-931.0,0,0,0,
2170,8080384,-833339,-3510337,18.429,173.0,-965.0,-931.0,0,0,0,
2171,8080384,-833603,-3510386,18.424,173.0,-965.0,-931.0,0,0,0,
2171,8080384,-833474,-3510408,18.464,173.0,-965.0,-931.0,0,0,0,
2171,8080384,-833428,-3510395,18.48,173.0,-965.0,-931.0,0,0,0,
2185,8080384,-833531,-3510376,18.429,174.0,-965.0,-926.0,0,0,0,
2185,8080384,-833450,-3510356,18.419,174.0,-965.0,-926.0,0,0,0,
2185,8080384,-833455,-3510404,18.467,174.0,-965.0,-926.0,0,0,0,
2185,8080384,-833362,-3510387,18.459,174.0,-965.0,-926.0,0,0,0,
2202,8080384,-833438,-3510361,18.441,173.0,-967.0,-928.0,0,0,0,
2202,8080384,-833508,-3510409,18.429,173.0,-967.0,-928.0,0,0,0,
2202,8080384,-833589,-3510399,18.464,173.0,-967.0,-928.0,0,0,0,
2215,8080384,-833402,-3510416,18.49,172.0,-964.0,-930.0,0,0,0,
2215,8080384,-833606,-3510364,18.425,172.0,-964.0,-930.0,0,0,0,
2215,8080384,-833447,-3510362,18.419,172.0,-964.0,-930.0,0,0,0,
2228,8080384,-833535,-3510360,18.478,174.0,-964.0,-926.0,0,0,0,
2228,8080384,-833503,-3510397,18.467,174.0,-964.0,-926.0,0,0,0,
2244,8080384,-833539,-3510447,18.429,174.0,-964.0,-926.0,0,0,0,
2260,8080384,-833454,-3510380,18.43,171.0,-965.0,-930.0,0,0,0,
2261,8080384,-833540,-3510442,18.458,171.0,-965.0,-930.0,0,0,0,
2261,8080384,-833593,-3510338,18.475,171.0,-965.0,-930.0,0,0,0,
2261,8080384,-833515,-3510386,18.429,171.0,-965.0,-930.0,0,0,0,
2261,8080384,-833415,-3510375,18.428,171.0,-965.0,-930.0,0,0,0,
2275,8080384,-833362,-3510450,18.476,169.0,-963.0,-931.0,0,0,0,
2275,8080384,-833263,-3510370,18.466,169.0,-963.0,-931.0,0,0,0,
2275,8080384,-833493,-3510318,18.437,169.0,-963.0,-931.0,0,0,0,
2276,8080384,-833530,-3510421,18.426,169.0,-963.0,-931.0,0,0,0,
2288,8080384,-833448,-3510383,18.47,171.0,-963.0,-928.0,0,0,0,
